law_id,title,candidate_grade,pending_items,events_total,events_dv_html,events_dv_pdf,events_unlocated,events_dv_offline,pdf_pages_estimate,base_source,dv_identifier
naredba-2-ot-21-yanuari-2009-g-za-usloviyata-i-reda-za-nachislyavane-i-razhodvan,"НАРЕДБА № 2 ОТ 21 ЯНУАРИ 2009 Г. ЗА УСЛОВИЯТА И РЕДА ЗА НАЧИСЛЯВАНЕ И РАЗХОДВАНЕ НА СРЕДСТВАТА ЗА РАЗВИТИЕ НА МАТЕРИАЛНАТА БАЗА, ВКЛЮЧИТЕЛНО ЗА ИНФОРМАЦИОННО И ТЕХНОЛОГИЧНО ОСИГУРЯВАНЕ, ЗА ПОВИШАВАНЕ НА КВАЛИФИКАЦИЯТА И ЗА СТИМУЛИРАНЕ НА СЛУЖИТЕЛИТЕ ОТ ЦЕНТРАЛНИЯ РЕГИСТЪР НА ОСОБЕНИТЕ ЗАЛОЗИ",B-pending,chain_scan;base_audit;freeze,0,0,0,0,0,0,dv_html,dv-15038
naredba-2-ot-22-dekemvri-2006-g-za-litsenzite-odobreniyata-i-razresheniyata-izda,"НАРЕДБА № 2 ОТ 22 ДЕКЕМВРИ 2006 Г. ЗА ЛИЦЕНЗИТЕ, ОДОБРЕНИЯТА И РАЗРЕШЕНИЯТА, ИЗДАВАНИ ОТ БЪЛГАРСКАТА НАРОДНА БАНКА ПО ЗАКОНА ЗА КРЕДИТНИТЕ ИНСТИТУЦИИ (ЗАГЛ. ДОП. - ДВ, БР. 36 ОТ 2009 Г.)",B-pending,events_pending;chain_scan;base_audit;freeze,8,6,0,2,0,0,dv_html,dv-3166
naredba-2-ot-22-mart-2004-g-za-minimalnite-iziskvaniya-za-zdravoslovni-i-bezopas,НАРЕДБА № 2 ОТ 22 МАРТ 2004 Г. ЗА МИНИМАЛНИТЕ ИЗИСКВАНИЯ ЗА ЗДРАВОСЛОВНИ И БЕЗОПАСНИ УСЛОВИЯ НА ТРУД ПРИ ИЗВЪРШВАНЕ НА СТРОИТЕЛНИ И МОНТАЖНИ РАБОТИ,B-pending,events_pending;chain_scan;base_audit;freeze,4,3,0,1,0,0,dv_html,dv-21150
naredba-2-ot-22-mart-2010-g-za-usloviyata-i-reda-za-meditsinskoto-obsluzhvane-v-,НАРЕДБА № 2 ОТ 22 МАРТ 2010 Г. ЗА УСЛОВИЯТА И РЕДА ЗА МЕДИЦИНСКОТО ОБСЛУЖВАНЕ В МЕСТАТА ЗА ЛИШАВАНЕ ОТ СВОБОДА,B-pending,chain_scan;base_audit;freeze,0,0,0,0,0,0,dv_html,dv-32018
naredba-2-ot-22-yuni-2018-g-za-dokumentite-za-profesionalno-obuchenie-na-litsa-n,"НАРЕДБА № 2 ОТ 22 ЮНИ 2018 Г. ЗА ДОКУМЕНТИТЕ ЗА ПРОФЕСИОНАЛНО ОБУЧЕНИЕ НА ЛИЦА, НАВЪРШИЛИ 16 ГОДИНИ",B-pending,events_pending;chain_scan;base_audit;freeze,3,1,0,2,0,0,dv_html,dv-128215
naredba-2-ot-23-dekemvri-2020-g-za-utvarzhdavane-na-meditsinski-standart-obshta-,"НАРЕДБА № 2 ОТ 23 ДЕКЕМВРИ 2020 Г. ЗА УТВЪРЖДАВАНЕ НА МЕДИЦИНСКИ СТАНДАРТ ""ОБЩА МЕДИЦИНА""",B-pending,chain_scan;base_audit;freeze,0,0,0,0,0,0,dv_html,dv-154835
naredba-2-ot-23-fevruari-2017-g-za-pokazatelite-metodikata-i-reda-za-atestirane-,"НАРЕДБА № 2 ОТ 23 ФЕВРУАРИ 2017 Г. ЗА ПОКАЗАТЕЛИТЕ, МЕТОДИКАТА И РЕДА ЗА АТЕСТИРАНЕ НА СЪДИЯ, ПРЕДСЕДАТЕЛ И ЗАМЕСТНИК-ПРЕДСЕДАТЕЛ НА СЪД",B-pending,events_pending;chain_scan;base_audit;freeze,1,1,0,0,0,0,dv_html,dv-112545
naredba-2-ot-23-yanuari-2008-g-za-materialite-i-predmetite-ot-plastmasi-prednazn,"НАРЕДБА № 2 ОТ 23 ЯНУАРИ 2008 Г. ЗА МАТЕРИАЛИТЕ И ПРЕДМЕТИТЕ ОТ ПЛАСТМАСИ, ПРЕДНАЗНАЧЕНИ ЗА КОНТАКТ С ХРАНИ",B-pending,events_pending;chain_scan;base_audit;freeze,6,6,0,0,0,0,dv_html,dv-4766
naredba-2-ot-23-yanuari-2020-g-za-priemane-na-farmako-terapevtichno-rakovodstvo-,НАРЕДБА № 2 ОТ 23 ЯНУАРИ 2020 Г. ЗА ПРИЕМАНЕ НА ФАРМАКО-ТЕРАПЕВТИЧНО РЪКОВОДСТВО ПО КОЖНИ И ВЕНЕРИЧЕСКИ ЗАБОЛЯВАНИЯ,B-pending,events_pending;chain_scan;base_audit;freeze,2,2,0,0,0,0,dv_html,dv-145749
naredba-2-ot-23-yuli-2014-g-za-klasifikatsiya-na-otpadatsite,НАРЕДБА № 2 ОТ 23 ЮЛИ 2014 Г. ЗА КЛАСИФИКАЦИЯ НА ОТПАДЪЦИТЕ,B-pending,events_pending;chain_scan;base_audit;freeze,4,4,0,0,0,0,dv_html,dv-86919
naredba-2-ot-24-avgust-2007-g-za-priemane-na-uchenitsi-v-sportnite-uchilishta,НАРЕДБА № 2 ОТ 24 АВГУСТ 2007 Г. ЗА ПРИЕМАНЕ НА УЧЕНИЦИ В СПОРТНИТЕ УЧИЛИЩА,B-pending,chain_scan;base_audit;freeze,0,0,0,0,0,0,dv_html,dv-4110
naredba-2-ot-24-fevruari-1992-g-za-eksploatatsionnite-zapasi-na-lechebnite-kalon,"НАРЕДБА № 2 ОТ 24 ФЕВРУАРИ 1992 Г. ЗА ЕКСПЛОАТАЦИОННИТЕ ЗАПАСИ НА ЛЕЧЕБНИТЕ КАЛОНАХОДИЩА (ЗАГЛ. ИЗМ. - ДВ, БР. 16 ОТ 1999 Г.)",B-pending,events_pending;chain_scan;base_audit;freeze,1,0,1,0,0,8,dv_pdf,
naredba-2-ot-24-mart-2008-g-za-reda-za-upotreba-na-pomoshtni-sredstva-ot-organit,"НАРЕДБА № 2 ОТ 24 МАРТ 2008 Г. ЗА РЕДА ЗА УПОТРЕБА НА ПОМОЩНИ СРЕДСТВА ОТ ОРГАНИТЕ НА ДЪРЖАВНА АГЕНЦИЯ ""НАЦИОНАЛНА СИГУРНОСТ""",B-pending,chain_scan;base_audit;freeze,0,0,0,0,0,0,dv_html,dv-5028
naredba-2-ot-24-oktomvri-2014-g-za-usloviyata-i-reda-za-izdavane-i-otnemane-na-r,НАРЕДБА № 2 ОТ 24 ОКТОМВРИ 2014 Г. ЗА УСЛОВИЯТА И РЕДА ЗА ИЗДАВАНЕ И ОТНЕМАНЕ НА РАЗРЕШЕНИЕ ЗА ПОСРЕДНИЧЕСТВО ПРИ МЕЖДУНАРОДНО ОСИНОВЯВАНЕ И ЗА ОСЪЩЕСТВЯВАНЕ И ПРЕКРАТЯВАНЕ НА ДЕЙНОСТТА НА АКРЕДИТИРАНИТЕ ОРГАНИЗАЦИИ,B-pending,events_pending;chain_scan;base_audit;freeze,2,2,0,0,0,0,dv_html,dv-89180
naredba-2-ot-24-yanuari-2017-g-za-registara-na-institutsiite-v-sistemata-na-pred,НАРЕДБА № 2 ОТ 24 ЯНУАРИ 2017 Г. ЗА РЕГИСТЪРА НА ИНСТИТУЦИИТЕ В СИСТЕМАТА НА ПРЕДУЧИЛИЩНОТО И УЧИЛИЩНОТО ОБРАЗОВАНИЕ,B-pending,chain_scan;base_audit;freeze,0,0,0,0,0,0,dv_html,dv-111579
naredba-2-ot-25-fevruari-2014-g-za-reda-za-izdavane-na-razresheniya-za-iznos-vre,"НАРЕДБА № 2 ОТ 25 ФЕВРУАРИ 2014 Г. ЗА РЕДА ЗА ИЗДАВАНЕ НА РАЗРЕШЕНИЯ ЗА ИЗНОС, ВРЕМЕНЕН ИЗНОС И ВРЕМЕННО ИЗНАСЯНЕ НА ДВИЖИМИ КУЛТУРНИ ЦЕННОСТИ И НА СЕРТИФИКАТА ПО ЧЛ. 128, АЛ. 3 ОТ ЗАКОНА ЗА КУЛТУРНОТО НАСЛЕДСТВО ЗА ИЗНАСЯНЕ И ВРЕМЕННО ИЗНАСЯНЕ",B-pending,events_pending;chain_scan;base_audit;freeze,1,1,0,0,0,0,dv_html,dv-83538
naredba-2-ot-25-mart-2019-g-za-ogranichavane-i-likvidirane-na-zarazna-plevropnev,"НАРЕДБА № 2 ОТ 25 МАРТ 2019 Г. ЗА ОГРАНИЧАВАНЕ И ЛИКВИДИРАНЕ НА ЗАРАЗНА ПЛЕВРОПНЕВМОНИЯ ПО ГОВЕДАТА, ЕНТЕРОВИРУСЕН ЕНЦЕФАЛОМИЕЛИТ ПО СВИНЕТЕ (ТЕШЕНСКА БОЛЕСТ), ДУРИН И ИНФЕКЦИОЗНА АНЕМИЯ ПО КОНЕТЕ",B-pending,chain_scan;base_audit;freeze,0,0,0,0,0,0,dv_html,dv-136164
naredba-2-ot-26-mart-2018-g-za-kriteriite-za-dopustimost-na-zemedelskite-ploshti,НАРЕДБА № 2 ОТ 26 МАРТ 2018 Г. ЗА КРИТЕРИИТЕ ЗА ДОПУСТИМОСТ НА ЗЕМЕДЕЛСКИТЕ ПЛОЩИ ЗА ПОДПОМАГАНЕ ПО СХЕМИ И МЕРКИ ЗА ПЛАЩАНЕ НА ПЛОЩ,B-pending,events_pending;chain_scan;base_audit;freeze,1,0,0,1,0,0,dv_html,dv-124826
naredba-2-ot-26-oktomvri-2011-g-za-usloviyata-i-reda-za-izvarshvane-na-sadebnome,"НАРЕДБА № 2 ОТ 26 ОКТОМВРИ 2011 Г. ЗА УСЛОВИЯТА И РЕДА ЗА ИЗВЪРШВАНЕ НА СЪДЕБНОМЕДИЦИНСКИТЕ, СЪДЕБНОПСИХИАТРИЧНИТЕ И СЪДЕБНОПСИХОЛОГИЧНИТЕ ЕКСПЕРТИЗИ, ВКЛЮЧИТЕЛНО И ЗА ЗАПЛАЩАНЕТО НА РАЗХОДИТЕ НА ЛЕЧЕБНИТЕ ЗАВЕДЕНИЯ",B-pending,events_pending;chain_scan;base_audit;freeze,1,1,0,0,0,0,dv_html,dv-58536
naredba-2-ot-26-oktomvri-2015-g-za-edinnite-standarti-i-za-organizatsiyata-na-de,НАРЕДБА № 2 ОТ 26 ОКТОМВРИ 2015 Г. ЗА ЕДИННИТЕ СТАНДАРТИ И ЗА ОРГАНИЗАЦИЯТА НА ДЕЙНОСТТА НА ТУРИСТИЧЕСКИТЕ ИНФОРМАЦИОННИ ЦЕНТРОВЕ (ТИЦ) И НАЦИОНАЛНАТА МРЕЖА НА ТУРИСТИЧЕСКИТЕ ИНФОРМАЦИОННИ ЦЕНТРОВЕ,B-pending,chain_scan;base_audit;freeze,0,0,0,0,0,0,dv_html,dv-98388
naredba-2-ot-26-yanuari-2022-g-za-pridobivane-na-kvalifikatsiya-po-profesiyata-o,"НАРЕДБА № 2 ОТ 26 ЯНУАРИ 2022 Г. ЗА ПРИДОБИВАНЕ НА КВАЛИФИКАЦИЯ ПО ПРОФЕСИЯТА ""ОФИС-СЕКРЕТАР""",B-pending,chain_scan;base_audit;freeze,0,0,0,0,0,0,dv_html,dv-168451
naredba-2-ot-27-fevruari-2004-g-za-usloviyata-i-reda-za-razporezhdane-s-aktsizni,"НАРЕДБА № 2 ОТ 27 ФЕВРУАРИ 2004 Г. ЗА УСЛОВИЯТА И РЕДА ЗА РАЗПОРЕЖДАНЕ С АКЦИЗНИ СТОКИ, ОТНЕТИ В ПОЛЗА НА ДЪРЖАВАТА ОТ ДАНЪЧНИТЕ ОРГАНИ ПО ЗАКОНА ЗА АКЦИЗИТЕ И ЗАКОНА ЗА ТЮТЮНА И ТЮТЮНЕВИТЕ ИЗДЕЛИЯ",B-pending,chain_scan;base_audit;freeze,0,0,0,0,0,0,dv_html,dv-21466
naredba-2-ot-27-mart-2019-g-za-meditsinskite-i-drugi-uslugi-po-chl-82-al-1a-i-3-,"НАРЕДБА № 2 ОТ 27 МАРТ 2019 Г. ЗА МЕДИЦИНСКИТЕ И ДРУГИ УСЛУГИ ПО ЧЛ. 82, АЛ. 1А И 3 ОТ ЗАКОНА ЗА ЗДРАВЕТО И ЗА РЕДА И УСЛОВИЯТА ЗА ТЯХНОТО ОДОБРЯВАНЕ, ПОЛЗВАНЕ И ЗАПЛАЩАНЕ",B-pending,events_pending;chain_scan;base_audit;freeze,5,4,0,1,0,0,dv_html,dv-136219
naredba-2-ot-27-mart-2024-g-za-usloviyata-i-reda-za-vzemane-na-probi-i-laborator,НАРЕДБА № 2 ОТ 27 МАРТ 2024 Г. ЗА УСЛОВИЯТА И РЕДА ЗА ВЗЕМАНЕ НА ПРОБИ И ЛАБОРАТОРНО ИЗПИТВАНЕ НА ХРАНИ,B-pending,chain_scan;base_audit;freeze,0,0,0,0,0,0,dv_html,dv-211420
naredba-2-ot-28-fevruari-2019-g-za-reda-za-podavane-i-razglezhdane-na-zayavleniy,"НАРЕДБА № 2 ОТ 28 ФЕВРУАРИ 2019 Г. ЗА РЕДА ЗА ПОДАВАНЕ И РАЗГЛЕЖДАНЕ НА ЗАЯВЛЕНИЯ ЗА ОТПУСКАНЕ НА ПАРИЧНИ ПОМОЩИ НА ДЕЦАТА НА МЕДАЛИСТИ, ЧИЕТО ПРАВО ЗА ПОЛУЧАВАНЕ НА ПОЖИЗНЕНИ МЕСЕЧНИ ПРЕМИИ ПО ЗАКОНА ЗА ФИЗИЧЕСКОТО ВЪЗПИТАНИЕ И СПОРТА Е ПРЕКРАТЕНО ПОРАДИ СМЪРТ",B-pending,chain_scan;base_audit;freeze,0,0,0,0,0,0,dv_html,dv-135478
naredba-2-ot-28-fevruari-2023-g-za-prilagane-na-podmyarka-222-izvanredno-vremenn,"НАРЕДБА № 2 ОТ 28 ФЕВРУАРИ 2023 Г. ЗА ПРИЛАГАНЕ НА ПОДМЯРКА 22.2 ""ИЗВЪНРЕДНО ВРЕМЕННО ПОДПОМАГАНЕ ЗА МАЛКИ И СРЕДНИ ПРЕДПРИЯТИЯ, ЗАСЕГНАТИ ОТ ПОСЛЕДИЦИТЕ ОТ РУСКОТО НАШЕСТВИЕ В УКРАЙНА"" ОТ ПРОГРАМАТА ЗА РАЗВИТИЕ НА СЕЛСКИТЕ РАЙОНИ ЗА ПЕРИОДА 2014 - 2020 Г.",B-pending,events_pending;chain_scan;base_audit;freeze,1,1,0,0,0,0,dv_html,dv-187757
naredba-2-ot-28-yanuari-2021-g-za-utvarzhdavane-na-meditsinski-standart-revmatol,"НАРЕДБА № 2 ОТ 28 ЯНУАРИ 2021 Г. ЗА УТВЪРЖДАВАНЕ НА МЕДИЦИНСКИ СТАНДАРТ ""РЕВМАТОЛОГИЯ""",B-pending,events_pending;chain_scan;base_audit;freeze,1,0,0,1,0,0,dv_html,dv-155708
naredba-2-ot-28-yuli-2022-g-za-klasifikatsiya-na-klanichni-trupove-na-goveda-svi,"НАРЕДБА № 2 ОТ 28 ЮЛИ 2022 Г. ЗА КЛАСИФИКАЦИЯ НА КЛАНИЧНИ ТРУПОВЕ НА ГОВЕДА, СВИНЕ И ОВЦЕ ПО СКAЛИТЕ НА СЪЮЗА, ОТЧИТАНЕ И ДОКЛАДВАНЕ НА ПАЗАРНИТЕ ЦЕНИ НА НЯКОИ КАТЕГОРИИ КЛАНИЧНИ ТРУПОВЕ И ПРОВЕРКИ В КЛАНИЦИТЕ",B-pending,chain_scan;base_audit;freeze,0,0,0,0,0,0,dv_html,dv-175306
naredba-2-ot-29-oktomvri-2004-g-za-usloviyata-i-reda-za-provezhdane-na-izpita-za,НАРЕДБА № 2 ОТ 29 ОКТОМВРИ 2004 Г. ЗА УСЛОВИЯТА И РЕДА ЗА ПРОВЕЖДАНЕ НА ИЗПИТА ЗА АДВОКАТИ И МЛАДШИ АДВОКАТИ,B-pending,events_pending;chain_scan;base_audit;freeze,5,3,0,2,0,0,dv_html,dv-18390
naredba-2-ot-29-yuli-2016-g-za-reda-za-poluchavane-i-zaplashtane-na-lekarstveni-,НАРЕДБА № 2 ОТ 29 ЮЛИ 2016 Г. ЗА РЕДА ЗА ПОЛУЧАВАНЕ И ЗАПЛАЩАНЕ НА ЛЕКАРСТВЕНИ ПРОДУКТИ НА ВОЕННОИНВАЛИДИТЕ И ВОЕННОПОСТРАДАЛИТЕ,B-pending,events_pending;chain_scan;promulgation_unlocated;freeze,1,1,0,0,0,0,unlocated,
naredba-2-ot-3-fevruari-2016-g-za-usloviyata-i-reda-za-registratsiya-na-tehnikat,НАРЕДБА № 2 ОТ 3 ФЕВРУАРИ 2016 Г. ЗА УСЛОВИЯТА И РЕДА ЗА РЕГИСТРАЦИЯ НА ТЕХНИКАТА ПО ЗАКОНА ЗА РЕГИСТРАЦИЯ И КОНТРОЛ НА ЗЕМЕДЕЛСКАТА И ГОРСКАТА ТЕХНИКА,B-pending,events_pending;chain_scan;base_audit;freeze,1,0,0,1,0,0,dv_html,dv-100799
naredba-2-ot-3-yanuari-2006-g-za-veterinarnomeditsinskite-iziskvaniya-kam-surovi,НАРЕДБА № 2 ОТ 3 ЯНУАРИ 2006 Г. ЗА ВЕТЕРИНАРНОМЕДИЦИНСКИТЕ ИЗИСКВАНИЯ КЪМ СУРОВИНИТЕ И ХРАНИТЕ ОТ ЖИВОТИНСКИ ПРОИЗХОД ЗА ЛИЧНА КОНСУМАЦИЯ ПРИ ВНАСЯНЕТО ИМ ОТ ТРЕТИ СТРАНИ,B-pending,chain_scan;base_audit;freeze,0,0,0,0,0,0,dv_html,dv-1409
naredba-2-ot-30-yanuari-2012-g-za-usloviyata-nachinite-i-reda-za-prilagane-na-pr,"НАРЕДБА № 2 ОТ 30 ЯНУАРИ 2012 Г. ЗА УСЛОВИЯТА, НАЧИНИТЕ И РЕДА ЗА ПРИЛАГАНЕ НА ПРОДУКТИ ЗА РАСТИТЕЛНА ЗАЩИТА В ГОРСКИТЕ ТЕРИТОРИИ",B-pending,chain_scan;base_audit;freeze,0,0,0,0,0,0,dv_html,dv-61055
naredba-2-ot-30-yuli-2010-g-za-definirane-realizatsiya-i-poddarzhane-na-balgarsk,"НАРЕДБА № 2 ОТ 30 ЮЛИ 2010 Г. ЗА ДЕФИНИРАНЕ, РЕАЛИЗАЦИЯ И ПОДДЪРЖАНЕ НА БЪЛГАРСКАТА ГЕОДЕЗИЧЕСКА СИСТЕМА",B-pending,chain_scan;base_audit;freeze,0,0,0,0,0,0,dv_html,dv-35639
naredba-2-ot-31-yanuari-2007-g-za-usloviyata-i-reda-za-nosene-na-uniformeno-oble,НАРЕДБА № 2 ОТ 31 ЯНУАРИ 2007 Г. ЗА УСЛОВИЯТА И РЕДА ЗА НОСЕНЕ НА УНИФОРМЕНО ОБЛЕКЛО ОТ СЛУЖИТЕЛИТЕ НА КОНТРОЛНО-ТЕХНИЧЕСКА ИНСПЕКЦИЯ,B-pending,chain_scan;base_audit;freeze,0,0,0,0,0,0,dv_html,dv-3270
naredba-2-ot-31-yanuari-2023-g-za-pridobivane-na-kvalifikatsiya-po-profesiyata-t,"НАРЕДБА № 2 ОТ 31 ЯНУАРИ 2023 Г. ЗА ПРИДОБИВАНЕ НА КВАЛИФИКАЦИЯ ПО ПРОФЕСИЯТА ""ТЕХНИК НА КОМПЮТЪРНИ СИСТЕМИ""",B-pending,chain_scan;base_audit;freeze,0,0,0,0,0,0,dv_html,dv-185984
naredba-2-ot-31-yuli-2003-g-za-vavezhdane-v-eksploatatsiya-na-stroezhite-v-repub,"НАРЕДБА № 2 ОТ 31 ЮЛИ 2003 Г. ЗА ВЪВЕЖДАНЕ В ЕКСПЛОАТАЦИЯ НА СТРОЕЖИТЕ В РЕПУБЛИКА БЪЛГАРИЯ И МИНИМАЛНИ ГАРАНЦИОННИ СРОКОВЕ ЗА ИЗПЪЛНЕНИ СТРОИТЕЛНИ И МОНТАЖНИ РАБОТИ, СЪОРЪЖЕНИЯ И СТРОИТЕЛНИ ОБЕКТИ",B-pending,events_pending;chain_scan;base_audit;freeze,5,5,0,0,0,0,dv_html,dv-115320
naredba-2-ot-4-april-1996-g-za-usloviyata-i-reda-za-provezhdane-na-konkursi-za-v,НАРЕДБА № 2 ОТ 4 АПРИЛ 1996 Г. ЗА УСЛОВИЯТА И РЕДА ЗА ПРОВЕЖДАНЕ НА КОНКУРСИ ЗА ВЪЗЛАГАНЕ НА УПРАВЛЕНИЕТО НА ДЪРЖАВНИ ПРЕДПРИЯТИЯ - ЕДНОЛИЧНИ ТЪРГОВСКИ ДРУЖЕСТВА С ДЪРЖАВНО ИМУЩЕСТВО,B-pending,events_pending;chain_scan;base_audit;freeze,2,0,2,0,0,12,dv_pdf,
naredba-2-ot-4-april-2014-g-za-usloviyata-i-reda-za-predostavyane-na-finansova-p,НАРЕДБА № 2 ОТ 4 АПРИЛ 2014 Г. ЗА УСЛОВИЯТА И РЕДА ЗА ПРЕДОСТАВЯНЕ НА ФИНАНСОВА ПОМОЩ ПО НАЦИОНАЛНА ПРОГРАМА ЗА ПОДПОМАГАНЕ НА ЛОЗАРО-ВИНАРСКИЯ СЕКТОР ЗА ПЕРИОДА 2014 - 2018 Г.,B-pending,events_pending;chain_scan;base_audit;freeze,8,5,0,3,0,0,dv_html,dv-84172
naredba-2-ot-4-fevruari-2019-g-za-pridobivane-na-kvalifikatsiya-po-profesiyata-t,"НАРЕДБА № 2 ОТ 4 ФЕВРУАРИ 2019 Г. ЗА ПРИДОБИВАНЕ НА КВАЛИФИКАЦИЯ ПО ПРОФЕСИЯТА ""ТЕХНИК НА ЕНЕРГИЙНИ СЪОРЪЖЕНИЯ И ИНСТАЛАЦИИ""",B-pending,events_pending;chain_scan;base_audit;freeze,1,1,0,0,0,0,dv_html,dv-134734
naredba-2-ot-5-avgust-2020-g-za-prilagane-na-myarka-21-izvanredno-vremenno-podpo,"НАРЕДБА № 2 ОТ 5 АВГУСТ 2020 Г. ЗА ПРИЛАГАНЕ НА МЯРКА 21 ""ИЗВЪНРЕДНО ВРЕМЕННО ПОДПОМАГАНЕ ЗА ЗЕМЕДЕЛСКИТЕ СТОПАНИ И МАЛКИ И СРЕДНИ ПРЕДПРИЯТИЯ, КОИТО СА ОСОБЕНО ЗАСЕГНАТИ ОТ КРИЗАТА, ПРЕДИЗВИКАНА ОТ COVID-19"" ОТ ПРОГРАМАТА ЗА РАЗВИТИЕ НА СЕЛСКИТЕ РАЙОНИ ЗА ПЕРИОДА 2014 - 2020 Г.",B-pending,events_pending;chain_scan;base_audit;freeze,2,0,0,2,0,0,dv_html,dv-150692
naredba-2-ot-5-fevruari-2007-g-za-zdravnite-iziskvaniya-kam-kompyutarnite-i-inte,НАРЕДБА № 2 ОТ 5 ФЕВРУАРИ 2007 Г. ЗА ЗДРАВНИТЕ ИЗИСКВАНИЯ КЪМ КОМПЮТЪРНИТЕ И ИНТЕРНЕТ ЗАЛИ ЗА ОБЩЕСТВЕНО ПОЛЗВАНЕ,B-pending,chain_scan;promulgation_unlocated;freeze,0,0,0,0,0,0,unlocated,
naredba-2-ot-5-fevruari-2008-g-za-iziskvaniyata-kam-sabiraneto-potvarzhdavaneto-,"НАРЕДБА № 2 ОТ 5 ФЕВРУАРИ 2008 Г. ЗА ИЗИСКВАНИЯТА КЪМ СЪБИРАНЕТО, ПОТВЪРЖДАВАНЕТО И ПРЕДОСТАВЯНЕТО НА ИНФОРМАЦИЯ ЗА НЕЖЕЛАНИ ЛЕКАРСТВЕНИ РЕАКЦИИ И КЪМ СЪДЪРЖАНИЕТО И ФОРМАТА НА СПЕШНИТЕ ДОКЛАДИ ЗА СЪОБЩЕНИЯ ЗА НЕЖЕЛАНИ ЛЕКАРСТВЕНИ РЕАКЦИИ И ПЕРИОДИЧНИТЕ ДОКЛАДИ ЗА БЕЗОПАСНОСТ",B-pending,chain_scan;base_audit;freeze,0,0,0,0,0,0,dv_html,dv-4894
naredba-2-ot-5-fevruari-2018-g-za-usloviyata-i-reda-za-osiguryavane-zashtita-na-,НАРЕДБА № 2 ОТ 5 ФЕВРУАРИ 2018 Г. ЗА УСЛОВИЯТА И РЕДА ЗА ОСИГУРЯВАНЕ ЗАЩИТА НА ЛИЦАТА ПРИ МЕДИЦИНСКО ОБЛЪЧВАНЕ,B-pending,events_pending;chain_scan;base_audit;freeze,2,0,0,2,0,0,dv_html,dv-122490
naredba-2-ot-5-mart-1998-g-za-usloviyata-i-reda-za-razhodvane-na-sredstvata-po-v,НАРЕДБА № 2 ОТ 5 МАРТ 1998 Г. ЗА УСЛОВИЯТА И РЕДА ЗА РАЗХОДВАНЕ НА СРЕДСТВАТА ПО ВРЕМЕННИЯ ОБЕЗПЕЧИТЕЛЕН ФОНД,B-pending,chain_scan;base_audit;freeze,0,0,0,0,0,4,dv_pdf,
naredba-2-ot-5-noemvri-2004-g-za-usloviyata-i-reda-za-nachislyavane-i-razhodvane,"НАРЕДБА № 2 ОТ 5 НОЕМВРИ 2004 Г. ЗА УСЛОВИЯТА И РЕДА ЗА НАЧИСЛЯВАНЕ И РАЗХОДВАНЕ НА СРЕДСТВАТА ЗА РАЗВИТИЕ НА МАТЕРИАЛНАТА БАЗА, ЗА ПОВИШАВАНЕ НА КВАЛИФИКАЦИЯТА И ЗА СТИМУЛИРАНЕ НА СЛУЖИТЕЛИТЕ ОТ АГЕНЦИЯТА ПО ВПИСВАНИЯТА",B-pending,events_pending;chain_scan;base_audit;freeze,7,4,0,3,0,0,dv_html,dv-18415
naredba-2-ot-5-yanuari-2026-g-za-pridobivane-na-kvalifikatsiya-po-profesiyata-zh,"НАРЕДБА № 2 ОТ 5 ЯНУАРИ 2026 Г. ЗА ПРИДОБИВАНЕ НА КВАЛИФИКАЦИЯ ПО ПРОФЕСИЯТА ""ЖЕЛЕЗОПЪТНА МЕХАНИЗАЦИЯ""",B-pending,events_pending;chain_scan;base_audit;freeze,1,0,0,1,0,0,dv_html,dv-240437
naredba-2-ot-6-fevruari-2006-g-za-zadalzhitelnoto-zastrahovane-na-chastnite-sade,НАРЕДБА № 2 ОТ 6 ФЕВРУАРИ 2006 Г. ЗА ЗАДЪЛЖИТЕЛНОТО ЗАСТРАХОВАНЕ НА ЧАСТНИТЕ СЪДЕБНИ ИЗПЪЛНИТЕЛИ,B-pending,events_pending;chain_scan;base_audit;freeze,1,1,0,0,0,0,dv_html,dv-1452
naredba-2-ot-6-fevruari-2014-g-za-utvarzhdavane-na-meditsinski-standart-nervni-b,"НАРЕДБА № 2 ОТ 6 ФЕВРУАРИ 2014 Г. ЗА УТВЪРЖДАВАНЕ НА МЕДИЦИНСКИ СТАНДАРТ ""НЕРВНИ БОЛЕСТИ""",B-pending,events_pending;chain_scan;base_audit;freeze,2,0,0,2,0,0,dv_html,dv-82670
naredba-2-ot-6-noemvri-1997-g-za-usloviyata-i-reda-za-predostavyane-na-speshna-s,НАРЕДБА № 2 ОТ 6 НОЕМВРИ 1997 Г. ЗА УСЛОВИЯТА И РЕДА ЗА ПРЕДОСТАВЯНЕ НА СПЕШНА СОЦИАЛНА ПОМОЩ НА ЛИЦА И СЕМЕЙСТВА С НИСКИ ДОХОДИ И НА СОЦИАЛНО-ОБРАЗОВАТЕЛНИ ЗАВЕДЕНИЯ НА БЮДЖЕТНА ИЗДРЪЖКА ПО ПРОГРАМА В7-5000 НА ЕВРОПЕЙСКИЯ СЪЮЗ ЗА СПЕШНО СОЦИАЛНО ПОДПОМАГАНЕ НА РЕПУБЛИКА БЪЛГАРИЯ,B-pending,chain_scan;base_audit;freeze,0,0,0,0,0,4,dv_pdf,
